name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = memory
id = 9
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$]
7403.671656370163,	0.051111232,	-0.001092121614911594,	11,	0.051111232,	-0.005572049055671398,	
7404.671656370163,	0.051103547,	-0.00109089364297688,	11,	0.051103547,	-0.005565783892739183,	
7405.671656370163,	0.051126454,	-0.001092960809194484,	11,	0.051126454,	-0.0055763306591555305,	
7406.671656370163,	0.051137947,	-0.001090055983792994,	11,	0.051137947,	-0.005561510121392827,	
7407.671656370163,	0.051145557,	-0.001089916213857942,	11,	0.051145557,	-0.005560797009479296,	
7408.671656370163,	0.051145557,	-0.0010921025052201,	11,	0.051145557,	-0.005571951557245408,	
7409.671656370163,	0.051088251,	-0.001090464928350413,	11,	0.051088251,	-0.005563596573216392,	
7410.671656370163,	0.051164731,	-0.00109060432626866,	11,	0.051164731,	-0.005564307787085001,	
7411.671656370163,	0.051134139,	-0.001090983318258076,	11,	0.051134139,	-0.0055662414196840605,	
7412.671656370163,	0.051160853,	-0.001088684149621988,	11,	0.051160853,	-0.005554510967459122,	
7413.671656370163,	0.051172342,	-0.001089843658916654,	11,	0.051172342,	-0.005560426831207418,	
7414.671656370163,	0.051206741,	-0.001088665697746911,	11,	0.051206741,	-0.005554416825239342,	
7415.671656370163,	0.051160853,	-0.001092426701285877,	11,	0.051160853,	-0.005573605618805495,	
7416.671656370163,	0.051199056,	-0.001090136934665498,	11,	0.051199056,	-0.005561923136048459,	
7417.671656370163,	0.051122651,	-0.001088429686462042,	11,	0.051122651,	-0.005553212686030827,	
7418.671656370163,	0.05114175,	-0.001090421945264097,	11,	0.05114175,	-0.005563377271755597,	
7419.671656370163,	0.051187564,	-0.001092811014829205,	11,	0.051187564,	-0.005575566402189822,	
7420.671656370163,	0.051149435,	-0.001091342783079017,	11,	0.051149435,	-0.005568075423872535,	
7421.671656370163,	0.051134139,	-0.001091050469106994,	11,	0.051134139,	-0.005566584026056092,	
7422.671656131744,	0.051160853,	-0.001088987205456943,	11,	0.051160853,	-0.005556057170698688,	
7423.671656131744,	0.051164657,	-0.001090698538906872,	11,	0.051164657,	-0.005564788463810571,	
7424.671656131744,	0.051126529,	-0.001092498076613992,	11,	0.051126529,	-0.005573969778642816,	
7425.671656131744,	0.051084448,	-0.001090213520103136,	11,	0.051084448,	-0.005562313878077224,	
7426.671656131744,	0.051149361,	-0.001090110082912724,	11,	0.051149361,	-0.005561786137309816,	
7427.671656131744,	0.051160853,	-0.001090575810999144,	11,	0.051160853,	-0.00556416230101604,	
7428.671656131744,	0.051118843,	-0.00108849675821839,	11,	0.051118843,	-0.005553554888869336,	
7429.671656131744,	0.05114175,	-0.0010855791555834,	11,	0.05114175,	-0.0055386691611397955,	
7430.671656131744,	0.051145557,	-0.001090586402523333,	11,	0.051145557,	-0.00556421633940476,	
7431.671656131744,	0.051137947,	-0.00108869393875357,	11,	0.051137947,	-0.00555456091200801,	
7432.671656131744,	0.05118376,	-0.001087255619501234,	11,	0.05118376,	-0.005547222548475683,	
7433.671656131744,	0.051130261,	-0.001084628940315455,	11,	0.051130261,	-0.0055338211240584445,	
7434.671656131744,	0.051118843,	-0.001089668553904632,	11,	0.051118843,	-0.005559533438288938,	
7435.671656131744,	0.051160853,	-0.001089281509094872,	11,	0.051160853,	-0.005557558719871796,	
7436.671656131744,	0.051118843,	-0.001091788759292103,	11,	0.051118843,	-0.00557035081271481,	
7437.671656131744,	0.051153168,	-0.00108944390397519,	11,	0.051153168,	-0.00555838726517954,	
7438.671656131744,	0.05118376,	-0.001088844388257713,	11,	0.05118376,	-0.0055553285115189435,	
7439.671656131744,	0.051153168,	-0.001088050449860748,	11,	0.051153168,	-0.005551277805411979,	
7440.671656131744,	0.051069226,	-0.001089790023618843,	11,	0.051069226,	-0.005560153181728791,	
7441.671656131744,	0.05118376,	-0.00108637476071017,	11,	0.05118376,	-0.005542728370970255,	
7442.671655893326,	0.051103547,	-0.001090181336458773,	11,	0.051103547,	-0.005562149675810066,	
7443.671655893326,	0.051149435,	-0.001088583995169031,	11,	0.051149435,	-0.005553999975352198,	
7444.671655893326,	0.051122651,	-0.001085855987691321,	11,	0.051122651,	-0.005540081569853679,	
7445.671655893326,	0.051122651,	-0.001090198059158865,	11,	0.051122651,	-0.005562234995708495,	
7446.671655893326,	0.051195249,	-0.001083909276151099,	11,	0.051195249,	-0.005530149368117852,	
7447.671655893326,	0.05114175,	-0.001088329632300884,	11,	0.05114175,	-0.005552702205616755,	
7448.671655893326,	0.051195249,	-0.001087176337977874,	11,	0.051195249,	-0.005546818050907521,	
7449.671655893326,	0.05114175,	-0.001087791670835579,	11,	0.05114175,	-0.005549957504263158,	
7450.671655893326,	0.051160853,	-0.001085830637114123,	11,	0.051160853,	-0.005539952230174097,	
7451.671655893326,	0.051134139,	-0.001089051214652137,	11,	0.051134139,	-0.005556383748225188,	
7452.671655893326,	0.051199056,	-0.001087552054657135,	11,	0.051199056,	-0.005548734972740485,	
7453.671655893326,	0.051126454,	-0.001089921663003044,	11,	0.051126454,	-0.00556082481124002,	
7454.671655893326,	0.051114965,	-0.001086521086434368,	11,	0.051114965,	-0.005543474930787592,	
7455.671655893326,	0.051134065,	-0.001087201019003989,	11,	0.051134065,	-0.005546943974510147,	
7456.671655893326,	0.051153168,	-0.001087589388212656,	11,	0.051153168,	-0.005548925450064571,	
7457.671655893326,	0.051145557,	-0.001087454247253483,	11,	0.051145557,	-0.005548235955374913,	
7458.671655893326,	0.051160853,	-0.001087578487407882,	11,	0.051160853,	-0.005548869833713683,	
7459.671655893326,	0.051172342,	-0.001087001630396117,	11,	0.051172342,	-0.005545926685694475,	
7460.671655893326,	0.051179953,	-0.00108703404001426,	11,	0.051179953,	-0.005546092040889082,	
7461.671655893326,	0.051149435,	-0.001091094010614324,	11,	0.051149435,	-0.005566806176603694,	
7462.671655654907,	0.051149361,	-0.001088491333485583,	11,	0.051149361,	-0.005553527211661137,	
7463.671655654907,	0.051187638,	-0.001088216200715397,	11,	0.051187638,	-0.005552123473037739,	
7464.671655654907,	0.05114175,	-0.001084964908158875,	11,	0.05114175,	-0.005535535245708546,	
7465.671655654907,	0.051168464,	-0.001089978685614189,	11,	0.051168464,	-0.005561115742929536,	
7466.671655654907,	0.051168539,	-0.001087880923110061,	11,	0.051168539,	-0.005550412873010516,	
7467.671655654907,	0.051160853,	-0.001088781088846736,	11,	0.051160853,	-0.00555500555534049,	
7468.671655654907,	0.051160853,	-0.001087392239749898,	11,	0.051160853,	-0.005547919590560704,	
7469.671655654907,	0.051179953,	-0.001090508064918686,	11,	0.051179953,	-0.0055638166577483975,	
7470.671655654907,	0.051153243,	-0.001088351671048444,	11,	0.051153243,	-0.005552814648206347,	
7471.671655654907,	0.051202934,	-0.00108608384191757,	11,	0.051202934,	-0.005541244091416173,	
7472.671655654907,	0.051145557,	-0.001087963034491986,	11,	0.051145557,	-0.005550831808632582,	
7473.671655654907,	0.051107429,	-0.001089261807664301,	11,	0.051107429,	-0.0055574582023688816,	
7474.671655654907,	0.051153243,	-0.001089327012293508,	11,	0.051153243,	-0.00555779087904851,	
7475.671655654907,	0.051114965,	-0.001085167366324462,	11,	0.051114965,	-0.0055365681955329695,	
7476.671655654907,	0.051168464,	-0.00108804946506862,	11,	0.051168464,	-0.005551272780962346,	
7477.671655654907,	0.051160853,	-0.001086456487991381,	11,	0.051160853,	-0.0055431453468948,	
7478.671655654907,	0.051160853,	-0.0010891988405725,	11,	0.051160853,	-0.005557136941696429,	
7479.671655654907,	0.051122651,	-0.001088792499760165,	11,	0.051122651,	-0.005555063774286556,	
7480.671655654907,	0.051164657,	-0.001086627943592612,	11,	0.051164657,	-0.005544020120370469,	
7481.671655416489,	0.05114175,	-0.001089554136770313,	11,	0.05114175,	-0.005558949677399555,	
7482.671655416489,	0.051095936,	-0.001083943103067579,	11,	0.051095936,	-0.005530321954426423,	
7483.671655416489,	0.051130261,	-0.001086735137959477,	11,	0.051130261,	-0.005544567030405495,	
7484.671655416489,	0.051130261,	-0.001090067742951218,	11,	0.051130261,	-0.005561570117098051,	
7485.671655416489,	0.051080566,	-0.001086557879857719,	11,	0.051080566,	-0.005543662652335301,	
7486.671655416489,	0.051172342,	-0.001086932477715892,	11,	0.051172342,	-0.005545573865897408,	
7487.671655416489,	0.051179953,	-0.001082289311115165,	11,	0.051179953,	-0.005521884240383495,	
7488.671655416489,	0.051153243,	-0.001085736454685685,	11,	0.051153243,	-0.005539471707580026,	
7489.671655416489,	0.051145557,	-0.001086325133417269,	11,	0.051145557,	-0.00554247517049627,	
7490.671655416489,	0.051134139,	-0.001086068029107993,	11,	0.051134139,	-0.005541163413816291,	
7491.671655416489,	0.051107429,	-0.001085774522647262,	11,	0.051107429,	-0.005539665931873785,	
7492.671655416489,	0.05118376,	-0.001086212119972334,	11,	0.05118376,	-0.005541898571287418,	
7493.671655416489,	0.051099669,	-0.001086825129529463,	11,	0.051099669,	-0.0055450261710686885,	
7494.671655416489,	0.05114175,	-0.001084423262486235,	11,	0.05114175,	-0.00553277174737875,	
7495.671655416489,	0.051149361,	-0.001086785473069177,	11,	0.051149361,	-0.005544823842189678,	
7496.671655416489,	0.051149361,	-0.00108325177798979,	11,	0.051149361,	-0.005526794785662193,	
7497.671655416489,	0.051153168,	-0.001084254857734779,	11,	0.051153168,	-0.005531912539463158,	
7498.671655416489,	0.051191371,	-0.001082820221898147,	11,	0.051191371,	-0.005524592968868097,	
7499.671655416489,	0.051137947,	-0.001086869047686923,	11,	0.051137947,	-0.005545250243300628,	
7500.671655416489,	0.05114175,	-0.001084889440669212,	11,	0.05114175,	-0.0055351502074959796,	
7501.67165517807,	0.051157046,	-0.001083394421800041,	11,	0.051157046,	-0.00552752256020429,	
7502.67165517807,	0.051160853,	-0.001087836933438667,	11,	0.051160853,	-0.0055501884359115666,	
7503.67165517807,	0.05118376,	-0.001083434566576034,	11,	0.05118376,	-0.005527727380489969,	
7504.67165517807,	0.051191371,	-0.001086000792251436,	11,	0.051191371,	-0.005540820368629775,	
7505.67165517807,	0.051130336,	-0.001085932723723818,	11,	0.051130336,	-0.005540473080223561,	
7506.67165517807,	0.051126454,	-0.001086310506926385,	11,	0.051126454,	-0.0055424005455427805,	
7507.67165517807,	0.051103547,	-0.001083124307333492,	11,	0.051103547,	-0.005526144425170877,	
7508.67165517807,	0.051084444,	-0.00108539740961278,	11,	0.051084444,	-0.005537741885779489,	
7509.67165517807,	0.05114175,	-0.001083751817711164,	11,	0.05114175,	-0.005529346008730428,	
7510.67165517807,	0.051099669,	-0.001083017212932464,	11,	0.051099669,	-0.005525598025165632,	
7511.67165517807,	0.051157046,	-0.001083593346225098,	11,	0.051157046,	-0.005528537480740296,	
7512.67165517807,	0.05111504,	-0.00108567032358842,	11,	0.05111504,	-0.0055391343040225504,	
7513.67165517807,	0.051095862,	-0.001083585164346736,	11,	0.051095862,	-0.005528495736462939,	
7514.67165517807,	0.051095936,	-0.00108525673841359,	11,	0.051095936,	-0.00553702417557954,	
7515.67165517807,	0.051164657,	-0.001083363788004499,	11,	0.051164657,	-0.005527366265329077,	
7516.67165517807,	0.051153243,	-0.001084854906704281,	11,	0.051153243,	-0.005534974013797352,	
7517.67165517807,	0.05114175,	-0.00108589950128226,	11,	0.05114175,	-0.005540303577970715,	
7518.67165517807,	0.051114965,	-0.001086067164654378,	11,	0.051114965,	-0.005541159003338663,	
7519.67165517807,	0.051137947,	-0.001083072710502894,	11,	0.051137947,	-0.005525881176035173,	
7520.67165517807,	0.051134065,	-0.001084752816276163,	11,	0.051134065,	-0.005534453144266137,	
7521.6716549396515,	0.051153243,	-0.001085001158167143,	11,	0.051153243,	-0.005535720194730321,	
7522.6716549396515,	0.051122651,	-0.0010847607522388,	11,	0.051122651,	-0.005534493633871429,	
7523.6716549396515,	0.051164657,	-0.001086272155260668,	11,	0.051164657,	-0.0055422048737789175,	
7524.6716549396515,	0.051134065,	-0.001083037957327906,	11,	0.051134065,	-0.005525703863917888,	
7525.6716549396515,	0.051122651,	-0.001087058109603822,	11,	0.051122651,	-0.005546214844917459,	
7526.6716549396515,	0.051137947,	-0.0010856499696034,	11,	0.051137947,	-0.005539030457160203,	
7527.6716549396515,	0.05109974,	-0.001084039991139436,	11,	0.05109974,	-0.005530816281323652,	
7528.6716549396515,	0.051172342,	-0.001087302616320087,	11,	0.051172342,	-0.005547462328163709,	
7529.6716549396515,	0.051111158,	-0.001084727136720904,	11,	0.051111158,	-0.005534322126127061,	
7530.6716549396515,	0.051145557,	-0.001081860724184664,	11,	0.051145557,	-0.005519697572370735,	
7531.6716549396515,	0.051114965,	-0.001082106373389252,	11,	0.051114965,	-0.005520950884639041,	
7532.6716549396515,	0.051153243,	-0.001085264373756945,	11,	0.051153243,	-0.005537063131412984,	
7533.6716549396515,	0.051134065,	-0.001085329352342524,	11,	0.051134065,	-0.005537394654808796,	
7534.6716549396515,	0.05114175,	-0.001084825794852806,	11,	0.05114175,	-0.005534825483942888,	
7535.6716549396515,	0.05114175,	-0.001085500567476267,	11,	0.05114175,	-0.005538268201409525,	
7536.6716549396515,	0.051130261,	-0.001081944584299345,	11,	0.051130261,	-0.005520125430098699,	
7537.6716549396515,	0.05114175,	-0.001083963185606992,	11,	0.05114175,	-0.005530424416362204,	
7538.6716549396515,	0.051137947,	-0.001084181527665352,	11,	0.051137947,	-0.0055315384064558775,	
7539.6716549396515,	0.051157046,	-0.001085456655791496,	11,	0.051157046,	-0.00553804416220151,	
7540.6716549396515,	0.051160853,	-0.001085327962983865,	11,	0.051160853,	-0.005537387566244209,	
7541.671654701233,	0.051130336,	-0.001082270955387505,	11,	0.051130336,	-0.00552179058871176,	
7542.671654701233,	0.051160853,	-0.001077581183239818,	11,	0.051160853,	-0.00549786317979499,	
7543.671654701233,	0.051164657,	-0.001081247132946737,	11,	0.051164657,	-0.005516567004830291,	
7544.671654701233,	0.051153168,	-0.001081210187415128,	11,	0.051153168,	-0.005516378507220041,	
7545.671654701233,	0.05114175,	-0.001078214499133173,	11,	0.05114175,	-0.005501094383332515,	
7546.671654701233,	0.051157046,	-0.001081582233379598,	11,	0.051157046,	-0.005518276700916316,	
7547.671654701233,	0.05120286,	-0.001082348555838691,	11,	0.05120286,	-0.0055221865093810765,	
7548.671654701233,	0.05114175,	-0.001079699225141669,	11,	0.05114175,	-0.005508669516028923,	
7549.671654701233,	0.051206667,	-0.001078835304896351,	11,	0.051206667,	-0.00550426175967526,	
7550.671654701233,	0.051103547,	-0.001081097823835447,	11,	0.051103547,	-0.005515805223650239,	
7551.671654701233,	0.051149435,	-0.001080006694130135,	11,	0.051149435,	-0.005510238235357831,	
7552.671654701233,	0.051168539,	-0.001079927548428532,	11,	0.051168539,	-0.0055098344307578165,	
7553.671654701233,	0.051107429,	-0.001080536186217796,	11,	0.051107429,	-0.005512939725601,	
7554.671654701233,	0.051149361,	-0.001078642053843944,	11,	0.051149361,	-0.005503275784918081,	
7555.671654701233,	0.051179953,	-0.001080365262390115,	11,	0.051179953,	-0.005512067665255689,	
7556.671654701233,	0.05114175,	-0.001081054842763114,	11,	0.05114175,	-0.005515585932464867,	
7557.671654701233,	0.051172268,	-0.001080882044893224,	11,	0.051172268,	-0.005514704310679713,	
7558.671654701233,	0.051107354,	-0.001081496608781164,	11,	0.051107354,	-0.005517839840720224,	
7559.671654701233,	0.051157046,	-0.001080040460056626,	11,	0.051157046,	-0.005510410510492989,	
7560.671654462814,	0.05114175,	-0.001082135263993405,	11,	0.05114175,	-0.0055210982856806375,	
7561.671654462814,	0.05114175,	-0.001079026760556736,	11,	0.05114175,	-0.005505238574269061,	
7562.671654462814,	0.051126454,	-0.001079546662827488,	11,	0.051126454,	-0.0055078911368749385,	
7563.671654462814,	0.05118376,	-0.001078433634748216,	11,	0.05118376,	-0.005502212422184775,	
7564.671654462814,	0.05118376,	-0.001079949282773308,	11,	0.05118376,	-0.0055099453202719795,	
7565.671654462814,	0.051179953,	-0.001079465719324072,	11,	0.051179953,	-0.005507478159816693,	
7566.671654462814,	0.051157046,	-0.001079683207371273,	11,	0.051157046,	-0.0055085877927105766,	
7567.671654462814,	0.051099744,	-0.001078512186347507,	11,	0.051099744,	-0.005502613195650546,	
7568.671654462814,	0.051122651,	-0.001083372394740582,	11,	0.051122651,	-0.005527410177247867,	
7569.671654462814,	0.05114175,	-0.001078738505311776,	11,	0.05114175,	-0.005503767884243755,	
7570.671654462814,	0.051160853,	-0.001081117197813001,	11,	0.051160853,	-0.005515904070474495,	
7571.671654462814,	0.051168539,	-0.001081183877785226,	11,	0.051168539,	-0.005516244274414417,	
7572.671654462814,	0.051164657,	-0.001082901266904082,	11,	0.051164657,	-0.005525006463796336,	
7573.671654462814,	0.051157046,	-0.001079510070860852,	11,	0.051157046,	-0.005507704443167612,	
7574.671654462814,	0.051157046,	-0.001081828242412304,	11,	0.051157046,	-0.005519531849042367,	
7575.671654462814,	0.051153168,	-0.001077580125012903,	11,	0.051153168,	-0.005497857780678077,	
7576.671654462814,	0.051130336,	-0.001079079112969339,	11,	0.051130336,	-0.005505505678414994,	
7577.671654462814,	0.051130336,	-0.001079795886238571,	11,	0.051130336,	-0.005509162684890668,	
7578.671654462814,	0.051176149,	-0.001079938379453961,	11,	0.051176149,	-0.0055098896910916375,	
7579.671654462814,	0.051160853,	-0.001081759431830143,	11,	0.051160853,	-0.005519180774643587,	
7580.671654224396,	0.051153243,	-0.001076921686704738,	11,	0.051153243,	-0.0054944984015547855,	
7581.671654224396,	0.051099744,	-0.001082243592210583,	11,	0.051099744,	-0.0055216509806662395,	
7582.671654224396,	0.051168464,	-0.001078089186782021,	11,	0.051168464,	-0.005500455034602148,	
7583.671654224396,	0.051118769,	-0.001080367032333744,	11,	0.051118769,	-0.005512076695580326,	
7584.671654224396,	0.051164731,	-0.001078104622976389,	11,	0.051164731,	-0.005500533790695862,	
7585.671654224396,	0.051153243,	-0.001079421263746917,	11,	0.051153243,	-0.005507251345647535,	
7586.671654224396,	0.051103547,	-0.001080191481742076,	11,	0.051103547,	-0.005511181029296306,	
7587.671654224396,	0.05114175,	-0.001077986517362298,	11,	0.05114175,	-0.005499931211032132,	
7588.671654224396,	0.051118769,	-0.001077037420496345,	11,	0.051118769,	-0.005495088880083393,	
7589.671654224396,	0.051126454,	-0.001083951596112458,	11,	0.051126454,	-0.005530365286288051,	
7590.671654224396,	0.051153168,	-0.001079413722688334,	11,	0.051153168,	-0.005507212870858847,	
7591.671654224396,	0.051118843,	-0.001083333232870794,	11,	0.051118843,	-0.005527210371789765,	
7592.671654224396,	0.051153243,	-0.001080553666152992,	11,	0.051153243,	-0.0055130289089438365,	
7593.671654224396,	0.051114965,	-0.001081377257802525,	11,	0.051114965,	-0.00551723090715574,	
7594.671654224396,	0.051149361,	-0.00107899436847074,	11,	0.051149361,	-0.005505073308524184,	
7595.671654224396,	0.051111158,	-0.001077474063867705,	11,	0.051111158,	-0.00549731665238625,	
7596.671654224396,	0.051134139,	-0.001078025893063751,	11,	0.051134139,	-0.005500132107468117,	
7597.671654224396,	0.051134065,	-0.001080412373307631,	11,	0.051134065,	-0.0055123080270797495,	
7598.671654224396,	0.05114175,	-0.001077707854937762,	11,	0.05114175,	-0.005498509463968174,	
7599.671654224396,	0.051199056,	-0.001078332184522879,	11,	0.051199056,	-0.00550169481899428,	
7600.671653985977,	0.051164657,	-0.001081957249518018,	11,	0.051164657,	-0.005520190048561316,	
7601.671653985977,	0.05114175,	-0.001082791850005742,	11,	0.05114175,	-0.0055244482143150106,	
7602.671653985977,	0.051191371,	-0.001079736469639467,	11,	0.051191371,	-0.005508859538976872,	
7603.671653985977,	0.051130336,	-0.001080281416838993,	11,	0.051130336,	-0.005511639881831597,	
7604.671653985977,	0.051145557,	-0.001075682238105219,	11,	0.051145557,	-0.005488174684210301,	
7605.671653985977,	0.051134139,	-0.001082122771360447,	11,	0.051134139,	-0.005521034547757382,	
7606.671653985977,	0.05108064,	-0.001084291608515196,	11,	0.05108064,	-0.005532100043444877,	
7607.671653985977,	0.051107429,	-0.001082768668432254,	11,	0.051107429,	-0.0055243299409808875,	
7608.671653985977,	0.051084444,	-0.001083166471135337,	11,	0.051084444,	-0.005526359546608861,	
7609.671653985977,	0.051172342,	-0.001079743401741143,	11,	0.051172342,	-0.005508894906842566,	
7610.671653985977,	0.051103547,	-0.001077923494309654,	11,	0.051103547,	-0.005499609664845173,	
7611.671653985977,	0.051160853,	-0.001079921299533455,	11,	0.051160853,	-0.005509802548640076,	
7612.671653985977,	0.051095862,	-0.001081565707270058,	11,	0.051095862,	-0.0055181923840309085,	
7613.671653985977,	0.051111158,	-0.001078236249007752,	11,	0.051111158,	-0.005501205352080367,	
7614.671653985977,	0.051172342,	-0.00107920424733311,	11,	0.051172342,	-0.005506144119046479,	
7615.671653985977,	0.051168464,	-0.0010807108996436,	11,	0.051168464,	-0.005513831120630612,	
7616.671653985977,	0.051130336,	-0.001084756436478347,	11,	0.051130336,	-0.005534471614685444,	
7617.671653985977,	0.051134065,	-0.001079400632483886,	11,	0.051134065,	-0.0055071460841014585,	
7618.671653985977,	0.051145557,	-0.00107729690837441,	11,	0.051145557,	-0.005496412797828622,	
7619.671653747559,	0.051137947,	-0.001079030731285457,	11,	0.051137947,	-0.005505258833089066,	
