name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
8644.671657085419,	0.051114965,	-0.001098632303415802,	11,	0.051114965,	-0.005605266854162255,	8542.118000030518,	1.154433e-10,	8542.042999982834,	1.398348e-09,	8542.266999959946,	2.176365e-12,	8542.191999912262,	2.377995e-10,	8541.96900010109,	1.932841e-08,	8542.341000080109,	1.061725e-11,	8541.894000053406,	3.029307e-10,	
8645.671657085419,	0.051157046,	-0.001098828982713167,	11,	0.051157046,	-0.005606270319965138,	8542.680999994278,	1.139535e-10,	8542.605999946594,	1.391744e-09,	8542.829999923706,	2.226355e-12,	8542.755000114441,	2.374275e-10,	8542.53200006485,	1.935358e-08,	8542.904000043869,	1.035868e-11,	8542.457000017166,	3.032118e-10,	
8646.671657085419,	0.051126454,	-0.001100922319549138,	11,	0.051126454,	-0.005616950609944582,	8543.243000030518,	1.147668e-10,	8543.168999910355,	1.39375e-09,	8543.391999959946,	2.280505e-12,	8543.318000078201,	2.374409e-10,	8543.09400010109,	1.93296e-08,	8543.46700000763,	1.031087e-11,	8543.019999980927,	3.009395e-10,	
8647.671657085419,	0.051122651,	-0.001096095463563689,	11,	0.051122651,	-0.0055923237936922904,	8543.805999994278,	1.135075e-10,	8543.730999946594,	1.389928e-09,	8543.954999923706,	2.433846e-12,	8543.880000114441,	2.369698e-10,	8543.65700006485,	1.933975e-08,	8544.029000043869,	1.055137e-11,	8543.582000017166,	3.032156e-10,	
8648.671657085419,	0.051126454,	-0.001095388809766154,	11,	0.051126454,	-0.005588718417174255,	8544.368999958038,	1.15323e-10,	8544.293999910355,	1.39664e-09,	8544.517999887466,	2.342929e-12,	8544.443000078201,	2.377686e-10,	8544.22000002861,	1.938368e-08,	8544.59200000763,	1.049212e-11,	8544.144999980927,	3.032542e-10,	
8649.671656847,	0.051149361,	-0.001096654845087326,	11,	0.051149361,	-0.005595177781057785,	8544.930999994278,	1.14862e-10,	8544.857000112534,	1.403459e-09,	8545.079999923706,	2.268373e-12,	8545.006000041962,	2.382869e-10,	8544.78200006485,	1.941994e-08,	8545.15499997139,	1.047956e-11,	8544.707999944687,	3.026978e-10,	
8650.671656847,	0.051134139,	-0.001095027272740846,	11,	0.051134139,	-0.00558687384051452,	8545.493999958038,	1.157798e-10,	8545.420000076294,	1.396817e-09,	8545.642999887466,	2.25337e-12,	8545.569000005722,	2.371924e-10,	8545.34500002861,	1.939174e-08,	8545.71799993515,	1.050375e-11,	8545.270999908447,	3.039574e-10,	
8651.671656847,	0.051122651,	-0.001096853652456776,	11,	0.051122651,	-0.005596192104371306,	8546.056999921799,	1.159541e-10,	8545.982000112534,	1.396077e-09,	8546.206000089645,	2.223729e-12,	8546.131000041962,	2.389034e-10,	8545.90799999237,	1.941601e-08,	8546.27999997139,	1.054355e-11,	8545.832999944687,	3.039413e-10,	
8652.671656847,	0.051122651,	-0.001098166457307525,	11,	0.051122651,	-0.005602890088303699,	8546.618999958038,	1.145512e-10,	8546.545000076294,	1.398032e-09,	8546.767999887466,	2.361102e-12,	8546.694000005722,	2.384746e-10,	8546.47000002861,	1.940079e-08,	8546.84299993515,	1.016957e-11,	8546.395999908447,	3.029623e-10,	
8653.671656847,	0.051107354,	-0.001095431245188232,	11,	0.051107354,	-0.005588934924429754,	8547.181999921799,	1.153594e-10,	8547.108000040054,	1.3976e-09,	8547.331000089645,	2.369099e-12,	8547.256999969482,	2.380868e-10,	8547.03299999237,	1.937055e-08,	8547.40599989891,	1.019939e-11,	8546.959000110626,	3.034603e-10,	
8654.671656847,	0.05111504,	-0.001099486833438277,	11,	0.05111504,	-0.005609626701215699,	8547.746000051498,	1.147658e-10,	8547.671000003815,	1.397813e-09,	8547.894999980927,	2.224041e-12,	8547.819999933243,	2.388577e-10,	8547.596999883652,	1.935568e-08,	8547.96900010109,	1.02726e-11,	8547.522000074387,	3.032073e-10,	
8655.671656847,	0.05108064,	-0.001096199768153019,	11,	0.05108064,	-0.005592855959964382,	8548.308000087738,	1.160584e-10,	8548.233000040054,	1.392894e-09,	8548.457000017166,	2.199536e-12,	8548.381999969482,	2.387454e-10,	8548.158999919891,	1.93975e-08,	8548.53099989891,	1.039541e-11,	8548.084000110626,	3.032154e-10,	
8656.671656847,	0.051164657,	-0.00109340321579948,	11,	0.051164657,	-0.005578587835711632,	8548.869999885559,	1.149642e-10,	8548.796000003815,	1.395863e-09,	8549.019000053406,	2.244974e-12,	8548.944999933243,	2.379097e-10,	8548.720999956131,	1.937687e-08,	8549.09400010109,	1.05089e-11,	8548.647000074387,	3.031559e-10,	
8657.671656847,	0.051130261,	-0.001094614845793695,	11,	0.051130261,	-0.005584769621396402,	8549.433000087738,	1.14736e-10,	8549.358000040054,	1.400341e-09,	8549.582000017166,	2.248948e-12,	8549.506999969482,	2.376719e-10,	8549.283999919891,	1.942146e-08,	8549.65599989891,	1.014604e-11,	8549.209000110626,	3.044454e-10,	
8658.671656847,	0.051149361,	-0.001097153289278504,	11,	0.051149361,	-0.005597720863665836,	8549.99699997902,	1.153658e-10,	8549.921999931335,	1.395334e-09,	8550.145999908447,	2.096401e-12,	8550.071000099182,	2.397183e-10,	8549.848000049591,	1.938943e-08,	8550.22000002861,	1.053097e-11,	8549.773000001907,	3.03237e-10,	
8659.671656847,	0.051172342,	-0.001096820216765628,	11,	0.051172342,	-0.005596021514110348,	8550.559000015259,	1.140509e-10,	8550.484999895096,	1.396108e-09,	8550.707999944687,	2.135832e-12,	8550.634000062943,	2.368952e-10,	8550.41000008583,	1.936153e-08,	8550.78299999237,	1.031618e-11,	8550.335999965668,	3.031893e-10,	
8660.671656847,	0.051149435,	-0.001096386267303025,	11,	0.051149435,	-0.0055938074862399234,	8551.121000051498,	1.149619e-10,	8551.046999931335,	1.393193e-09,	8551.269999980927,	2.165893e-12,	8551.196000099182,	2.392876e-10,	8550.971999883652,	1.93115e-08,	8551.34500002861,	1.028983e-11,	8550.898000001907,	3.018926e-10,	
8661.671656847,	0.051137947,	-0.001097518743411638,	11,	0.051137947,	-0.005599585425569582,	8551.68499994278,	1.136956e-10,	8551.609999895096,	1.39612e-09,	8551.834000110626,	2.196244e-12,	8551.759000062943,	2.379401e-10,	8551.536000013351,	1.936084e-08,	8551.90799999237,	1.055188e-11,	8551.460999965668,	3.034083e-10,	
8662.671656847,	0.051122651,	-0.001095854937913828,	11,	0.051122651,	-0.005591096622009326,	8552.246000051498,	1.160357e-10,	8552.171999931335,	1.400425e-09,	8552.394999980927,	2.183753e-12,	8552.321000099182,	2.385658e-10,	8552.096999883652,	1.940691e-08,	8552.47000002861,	1.044509e-11,	8552.023000001907,	3.042434e-10,	
8663.671656847,	0.05114175,	-0.001097034649667331,	11,	0.05114175,	-0.005597115559527199,	8552.80999994278,	1.152656e-10,	8552.736000061035,	1.39478e-09,	8552.959000110626,	2.249008e-12,	8552.884999990463,	2.375502e-10,	8552.661000013351,	1.936993e-08,	8553.033999919891,	1.043615e-11,	8552.586999893188,	3.029046e-10,	
8664.671656847,	0.051153243,	-0.001092035677400418,	11,	0.051153243,	-0.005571610598981724,	8553.37299990654,	1.152918e-10,	8553.298000097275,	1.395463e-09,	8553.522000074387,	2.33318e-12,	8553.447000026703,	2.389259e-10,	8553.223999977112,	1.935439e-08,	8553.595999956131,	1.060949e-11,	8553.148999929428,	3.029306e-10,	
8665.671656847,	0.051160853,	-0.001093521961045917,	11,	0.051160853,	-0.005579193678805699,	8553.936000108719,	1.150054e-10,	8553.861000061035,	1.398444e-09,	8554.085000038147,	2.134783e-12,	8554.009999990463,	2.377686e-10,	8553.786999940872,	1.94264e-08,	8554.158999919891,	1.039611e-11,	8553.711999893188,	3.044403e-10,	
8666.671656847,	0.051122651,	-0.001097701873467305,	11,	0.051122651,	-0.00560051976258829,	8554.49699997902,	1.155671e-10,	8554.423000097275,	1.395981e-09,	8554.645999908447,	2.201876e-12,	8554.572000026703,	2.383451e-10,	8554.348000049591,	1.938528e-08,	8554.720999956131,	1.051729e-11,	8554.273999929428,	3.034207e-10,	
8667.671656847,	0.051134065,	-0.001095041430217679,	11,	0.051134065,	-0.0055869460725391775,	8555.061000108719,	1.158674e-10,	8554.986000061035,	1.399321e-09,	8555.210000038147,	2.255788e-12,	8555.134999990463,	2.388143e-10,	8554.911999940872,	1.939112e-08,	8555.283999919891,	1.036308e-11,	8554.836999893188,	3.034387e-10,	
8668.671656847,	0.051103547,	-0.001092829981062096,	11,	0.051103547,	-0.005575663168684163,	8555.62299990654,	1.147248e-10,	8555.548000097275,	1.397906e-09,	8555.772000074387,	2.150081e-12,	8555.697000026703,	2.378529e-10,	8555.473999977112,	1.934053e-08,	8555.845999956131,	1.036487e-11,	8555.398999929428,	3.035902e-10,	
8669.671656608582,	0.051168539,	-0.001098635043413379,	11,	0.051168539,	-0.005605280833741729,	8556.186000108719,	1.160855e-10,	8556.111999988556,	1.399321e-09,	8556.335000038147,	2.232162e-12,	8556.260999917984,	2.389369e-10,	8556.036999940872,	1.945084e-08,	8556.41000008583,	1.035201e-11,	8555.963000059128,	3.042711e-10,	
8670.671656608582,	0.051134139,	-0.001096619876101613,	11,	0.051134139,	-0.0055949993678653725,	8556.74799990654,	1.15063e-10,	8556.674000024796,	1.398824e-09,	8556.897000074387,	2.168077e-12,	8556.822999954224,	2.38729e-10,	8556.598999977112,	1.93817e-08,	8556.971999883652,	1.063972e-11,	8556.525000095367,	3.038859e-10,	
8671.671656608582,	0.05111504,	-0.001097213362227194,	11,	0.05111504,	-0.005598027358302011,	8557.311000108719,	1.148189e-10,	8557.236000061035,	1.3988e-09,	8557.460000038147,	2.197207e-12,	8557.384999990463,	2.395947e-10,	8557.161999940872,	1.936728e-08,	8557.533999919891,	1.050241e-11,	8557.086999893188,	3.04414e-10,	
8672.671656608582,	0.051137947,	-0.001093181089893915,	11,	0.051137947,	-0.005577454540275076,	8557.87299990654,	1.145044e-10,	8557.799000024796,	1.39578e-09,	8558.022000074387,	2.243563e-12,	8557.947999954224,	2.383391e-10,	8557.723999977112,	1.936118e-08,	8558.096999883652,	1.047188e-11,	8557.650000095367,	3.025655e-10,	
8673.671656608582,	0.051157046,	-0.001095615880633706,	11,	0.051157046,	-0.005589876942008704,	8558.436000108719,	1.147505e-10,	8558.361999988556,	1.395536e-09,	8558.585000038147,	2.186815e-12,	8558.510999917984,	2.37518e-10,	8558.286999940872,	1.935738e-08,	8558.66000008583,	1.043569e-11,	8558.213000059128,	3.018205e-10,	
8674.671656608582,	0.051130336,	-0.001093277229240631,	11,	0.051130336,	-0.005577945047146076,	8559.0,	1.150583e-10,	8558.924999952316,	1.397947e-09,	8559.148999929428,	2.129729e-12,	8559.073999881744,	2.380504e-10,	8558.851000070572,	1.937939e-08,	8559.223000049591,	1.054708e-11,	8558.776000022888,	3.031469e-10,	
8675.671656608582,	0.051088251,	-0.001095889947062824,	11,	0.051088251,	-0.005591275240116449,	8559.56200003624,	1.14216e-10,	8559.486999988556,	1.401791e-09,	8559.710999965668,	2.198372e-12,	8559.635999917984,	2.388523e-10,	8559.413000106812,	1.945105e-08,	8559.78500008583,	1.064708e-11,	8559.338000059128,	3.036343e-10,	
8676.671656608582,	0.051126454,	-0.001095573164580857,	11,	0.051126454,	-0.005589659002963556,	8560.125,	1.157085e-10,	8560.051000118256,	1.399525e-09,	8560.273999929428,	2.12896e-12,	8560.200000047684,	2.391346e-10,	8559.976000070572,	1.942573e-08,	8560.348999977112,	1.055859e-11,	8559.901999950409,	3.041316e-10,	
8677.671656608582,	0.05114175,	-0.001092078126803973,	11,	0.05114175,	-0.005571827177571291,	8560.68799996376,	1.160262e-10,	8560.612999916077,	1.401242e-09,	8560.836999893188,	2.187377e-12,	8560.762000083923,	2.396486e-10,	8560.539000034332,	1.941497e-08,	8560.911000013351,	1.047061e-11,	8560.463999986649,	3.03594e-10,	
8678.671656608582,	0.051122651,	-0.001095834842871412,	11,	0.051122651,	-0.005590994096282714,	8561.25099992752,	1.141823e-10,	8561.176000118256,	1.400237e-09,	8561.400000095367,	2.22268e-12,	8561.325000047684,	2.388028e-10,	8561.101999998093,	1.940365e-08,	8561.473999977112,	1.087915e-11,	8561.026999950409,	3.037316e-10,	
8679.671656608582,	0.051164657,	-0.001092087667365561,	11,	0.051164657,	-0.005571875853905924,	8561.81299996376,	1.142837e-10,	8561.739000082016,	1.405115e-09,	8561.961999893188,	2.327423e-12,	8561.888000011444,	2.377505e-10,	8561.664000034332,	1.942564e-08,	8562.036999940872,	1.044177e-11,	8561.58999991417,	3.052584e-10,	
8680.671656608582,	0.05114175,	-0.00109430906015914,	11,	0.05114175,	-0.005583209490607857,	8562.375,	1.152831e-10,	8562.301000118256,	1.402584e-09,	8562.523999929428,	2.178546e-12,	8562.450000047684,	2.400602e-10,	8562.226000070572,	1.943863e-08,	8562.598999977112,	1.03495e-11,	8562.151999950409,	3.03221e-10,	
8681.671656608582,	0.051149435,	-0.001094722108764108,	11,	0.051149435,	-0.0055853168814495304,	8562.938999891281,	1.158035e-10,	8562.864000082016,	1.39509e-09,	8563.088000059128,	2.234215e-12,	8563.013000011444,	2.383612e-10,	8562.789999961853,	1.9387e-08,	8563.161999940872,	1.018539e-11,	8562.71499991417,	3.034238e-10,	
8682.671656608582,	0.051095862,	-0.00109320867813658,	11,	0.051095862,	-0.005577595296615203,	8563.50099992752,	1.172779e-10,	8563.427000045776,	1.399911e-09,	8563.650000095367,	2.244835e-12,	8563.575999975204,	2.374196e-10,	8563.351999998093,	1.936611e-08,	8563.724999904633,	1.051206e-11,	8563.278000116348,	3.029458e-10,	
8683.671656608582,	0.05114175,	-0.001096784967323766,	11,	0.05114175,	-0.0055958416700192136,	8564.063999891281,	1.150034e-10,	8563.990000009537,	1.392375e-09,	8564.213000059128,	2.227285e-12,	8564.138999938965,	2.390895e-10,	8563.914999961853,	1.939342e-08,	8564.288000106812,	1.032324e-11,	8563.841000080109,	3.021983e-10,	
8684.671656608582,	0.051176149,	-0.001093116205267145,	11,	0.051176149,	-0.005577123496260944,	8564.62700009346,	1.146739e-10,	8564.552000045776,	1.40031e-09,	8564.776000022888,	2.26933e-12,	8564.700999975204,	2.375935e-10,	8564.477999925613,	1.937057e-08,	8564.849999904633,	1.057509e-11,	8564.403000116348,	3.031405e-10,	
8685.671656608582,	0.051164657,	-0.00109215287890984,	11,	0.051164657,	-0.00557220856586653,	8565.19000005722,	1.155244e-10,	8565.115000009537,	1.395997e-09,	8565.338999986649,	2.278714e-12,	8565.263999938965,	2.3845e-10,	8565.040999889374,	1.93852e-08,	8565.413000106812,	1.039046e-11,	8564.966000080109,	3.035e-10,	
8686.671656608582,	0.051107354,	-0.001090571173338685,	11,	0.051107354,	-0.005564138639483087,	8565.75200009346,	1.150619e-10,	8565.677999973297,	1.397372e-09,	8565.901000022888,	2.208924e-12,	8565.826999902725,	2.389871e-10,	8565.602999925613,	1.940601e-08,	8565.976000070572,	1.036018e-11,	8565.529000043869,	3.041734e-10,	
8687.671656608582,	0.051145557,	-0.001093565728922841,	11,	0.051145557,	-0.005579416984300209,	8566.31500005722,	1.155697e-10,	8566.240000009537,	1.399274e-09,	8566.463999986649,	2.250587e-12,	8566.388999938965,	2.392082e-10,	8566.165999889374,	1.937206e-08,	8566.538000106812,	1.041997e-11,	8566.091000080109,	3.030161e-10,	
8688.671656608582,	0.05111504,	-0.001088739810115659,	11,	0.05111504,	-0.0055547949495696886,	8566.87700009346,	1.149054e-10,	8566.802000045776,	1.400968e-09,	8567.026000022888,	2.21948e-12,	8566.950999975204,	2.382324e-10,	8566.727999925613,	1.937594e-08,	8567.099999904633,	1.031408e-11,	8566.653000116348,	3.039136e-10,	
8689.671656370163,	0.051111232,	-0.001092121614911594,	11,	0.051111232,	-0.005572049055671398,	8567.44000005722,	1.158134e-10,	8567.365999937057,	1.395938e-09,	8567.588999986649,	2.228372e-12,	8567.515000104904,	2.376769e-10,	8567.290999889374,	1.938383e-08,	8567.664000034332,	1.01797e-11,	8567.21700000763,	3.02478e-10,	
8690.671656370163,	0.051103547,	-0.00109089364297688,	11,	0.051103547,	-0.005565783892739183,	8568.00200009346,	1.158132e-10,	8567.927999973297,	1.39833e-09,	8568.151000022888,	2.174224e-12,	8568.076999902725,	2.385465e-10,	8567.852999925613,	1.936834e-08,	8568.226000070572,	1.033986e-11,	8567.779000043869,	3.023603e-10,	
8691.671656370163,	0.051126454,	-0.001092960809194484,	11,	0.051126454,	-0.0055763306591555305,	8568.565999984741,	1.144255e-10,	8568.490999937057,	1.393728e-09,	8568.71499991417,	2.186547e-12,	8568.640000104904,	2.391698e-10,	8568.417000055313,	1.935184e-08,	8568.789000034332,	1.044327e-11,	8568.34200000763,	3.02017e-10,	
8692.671656370163,	0.051137947,	-0.001090055983792994,	11,	0.051137947,	-0.005561510121392827,	8569.12800002098,	1.14156e-10,	8569.053999900818,	1.401415e-09,	8569.276999950409,	2.158935e-12,	8569.203000068665,	2.386547e-10,	8568.979000091553,	1.942764e-08,	8569.351999998093,	1.049216e-11,	8568.90499997139,	3.039941e-10,	
8693.671656370163,	0.051145557,	-0.001089916213857942,	11,	0.051145557,	-0.005560797009479296,	8569.690999984741,	1.145995e-10,	8569.617000102997,	1.397768e-09,	8569.83999991417,	2.179752e-12,	8569.766000032425,	2.385408e-10,	8569.542000055313,	1.937522e-08,	8569.914999961853,	1.044925e-11,	8569.46799993515,	3.035119e-10,	
8694.671656370163,	0.051145557,	-0.0010921025052201,	11,	0.051145557,	-0.005571951557245408,	8570.253999948502,	1.153713e-10,	8570.178999900818,	1.40457e-09,	8570.403000116348,	2.179277e-12,	8570.328000068665,	2.396949e-10,	8570.105000019073,	1.94876e-08,	8570.476999998093,	1.030868e-11,	8570.02999997139,	3.046889e-10,	
8695.671656370163,	0.051088251,	-0.001090464928350413,	11,	0.051088251,	-0.005563596573216392,	8570.815999984741,	1.146766e-10,	8570.740999937057,	1.401478e-09,	8570.96499991417,	2.162975e-12,	8570.890000104904,	2.380226e-10,	8570.667000055313,	1.940207e-08,	8571.039000034332,	1.046252e-11,	8570.59200000763,	3.038116e-10,	
8696.671656370163,	0.051164731,	-0.00109060432626866,	11,	0.051164731,	-0.005564307787085001,	8571.37800002098,	1.156231e-10,	8571.303999900818,	1.402314e-09,	8571.526999950409,	2.170843e-12,	8571.453000068665,	2.380075e-10,	8571.229000091553,	1.939773e-08,	8571.601999998093,	1.027113e-11,	8571.15499997139,	3.044633e-10,	
8697.671656370163,	0.051134139,	-0.001090983318258076,	11,	0.051134139,	-0.0055662414196840605,	8571.941999912262,	1.154108e-10,	8571.867000102997,	1.399621e-09,	8572.091000080109,	2.187559e-12,	8572.016000032425,	2.388805e-10,	8571.792999982834,	1.942751e-08,	8572.164999961853,	1.036129e-11,	8571.71799993515,	3.038751e-10,	
8698.671656370163,	0.051160853,	-0.001088684149621988,	11,	0.051160853,	-0.005554510967459122,	8572.505000114441,	1.157127e-10,	8572.430000066757,	1.398487e-09,	8572.654000043869,	2.210164e-12,	8572.578999996185,	2.391798e-10,	8572.355999946594,	1.939166e-08,	8572.727999925613,	1.024933e-11,	8572.28099989891,	3.040948e-10,	
8699.671656370163,	0.051172342,	-0.001089843658916654,	11,	0.051172342,	-0.005560426831207418,	8573.066999912262,	1.153323e-10,	8572.993000030518,	1.396323e-09,	8573.216000080109,	2.228729e-12,	8573.141999959946,	2.395416e-10,	8572.917999982834,	1.942836e-08,	8573.290999889374,	1.023686e-11,	8572.84400010109,	3.052767e-10,	
8700.671656370163,	0.051206741,	-0.001088665697746911,	11,	0.051206741,	-0.005554416825239342,	8573.630000114441,	1.145604e-10,	8573.555999994278,	1.394272e-09,	8573.779000043869,	2.298153e-12,	8573.704999923706,	2.383507e-10,	8573.480999946594,	1.93769e-08,	8573.854000091553,	1.037311e-11,	8573.40700006485,	3.04277e-10,	
8701.671656370163,	0.051160853,	-0.001092426701285877,	11,	0.051160853,	-0.005573605618805495,	8574.193000078201,	1.153646e-10,	8574.118000030518,	1.396139e-09,	8574.34200000763,	2.172507e-12,	8574.266999959946,	2.374022e-10,	8574.043999910355,	1.935814e-08,	8574.415999889374,	1.038593e-11,	8573.96900010109,	3.027121e-10,	
8702.671656370163,	0.051199056,	-0.001090136934665498,	11,	0.051199056,	-0.005561923136048459,	8574.755000114441,	1.150147e-10,	8574.680999994278,	1.401207e-09,	8574.904000043869,	2.079905e-12,	8574.829999923706,	2.38739e-10,	8574.605999946594,	1.94094e-08,	8574.979000091553,	1.036074e-11,	8574.53200006485,	3.022013e-10,	
8703.671656370163,	0.051122651,	-0.001088429686462042,	11,	0.051122651,	-0.005553212686030827,	8575.318000078201,	1.147063e-10,	8575.243999958038,	1.3988e-09,	8575.46700000763,	2.270333e-12,	8575.392999887466,	2.387448e-10,	8575.168999910355,	1.943423e-08,	8575.542000055313,	1.052965e-11,	8575.09500002861,	3.035611e-10,	
8704.671656370163,	0.05114175,	-0.001090421945264097,	11,	0.05114175,	-0.005563377271755597,	8575.881000041962,	1.149598e-10,	8575.805999994278,	1.397271e-09,	8576.02999997139,	2.243982e-12,	8575.954999923706,	2.385193e-10,	8575.732000112534,	1.944272e-08,	8576.104000091553,	1.035264e-11,	8575.65700006485,	3.035276e-10,	
8705.671656370163,	0.051187564,	-0.001092811014829205,	11,	0.051187564,	-0.005575566402189822,	8576.444000005722,	1.156094e-10,	8576.368999958038,	1.395219e-09,	8576.59299993515,	2.188374e-12,	8576.517999887466,	2.381834e-10,	8576.295000076294,	1.94143e-08,	8576.667000055313,	1.018084e-11,	8576.22000002861,	3.031764e-10,	
