ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip.tsv
technique = MS
tstamp = 1636617385.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'M2-x' for: 'M2'
timecol 'M32-x' for: 'M32'
timecol 'M40-x' for: 'M40'
timecol 'time/s' for: 'Ewe/V' and 'cycle number' and 'I/mA'
timecol 'M44-x' for: 'M44'
timecol 'M4-x' for: 'M4'
timecol 'M18-x' for: 'M18'
timecol 'M28-x' for: 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

M2-x,	M2,	M32-x,	M32,	M40-x,	M40,	time/s,	Ewe/V,	cycle number,	M44-x,	M44,	M4-x,	M4,	M18-x,	M18,	M28-x,	M28,	I/mA
14371.619999885559,	2.538484e-10,	14371.359999895096,	2.280588e-10,	14371.430000066757,	2.158108e-12,	13759.0,	0.05114175,	18.0,	14371.5,	2.198553e-11,	14371.130000114441,	1.837103e-08,	14371.210000038147,	1.329845e-09,	14371.27999997139,	1.090865e-10,	-0.0001382708
14372.180000066757,	2.535422e-10,	14371.920000076294,	2.279681e-10,	14371.990000009537,	2.086677e-12,	13759.16000008583,	0.05118376,	18.0,	14372.069999933243,	2.160867e-11,	14371.69000005722,	1.835282e-08,	14371.769999980927,	1.322208e-09,	14371.83999991417,	1.093343e-10,	-0.0001332726
14372.740000009537,	2.536636e-10,	14372.480000019073,	2.276938e-10,	14372.549999952316,	2.201578e-12,	13759.319999933243,	0.05113795,	18.0,	14372.630000114441,	2.143847e-11,	14372.259999990463,	1.837681e-08,	14372.329999923706,	1.322967e-09,	14372.41000008583,	1.084086e-10,	-0.0001335397
14373.30999994278,	2.540387e-10,	14373.039999961853,	2.275255e-10,	14373.119999885559,	2.185574e-12,	13759.47000002861,	0.05114175,	18.0,	14373.19000005722,	2.149161e-11,	14372.819999933243,	1.832092e-08,	14372.890000104904,	1.32038e-09,	14372.97000002861,	1.090749e-10,	-0.0001356
14373.869999885559,	2.539056e-10,	14373.609999895096,	2.268227e-10,	14373.680000066757,	2.055446e-12,	13759.670000076294,	0.05116846,	18.0,	14373.759999990463,	2.14447e-11,	14373.380000114441,	1.836796e-08,	14373.460000038147,	1.32669e-09,	14373.52999997139,	1.091604e-10,	-0.0001622694
14374.430000066757,	2.549738e-10,	14374.170000076294,	2.276135e-10,	14374.240000009537,	2.123502e-12,	13759.859999895096,	0.05118383,	18.0,	14374.319999933243,	2.117506e-11,	14373.950000047684,	1.833601e-08,	14374.019999980927,	1.32273e-09,	14374.08999991417,	1.085971e-10,	-0.0001313268
14375.0,	2.527116e-10,	14374.730000019073,	2.260538e-10,	14374.80999994278,	2.01478e-12,	13760.009999990463,	0.05114944,	18.0,	14374.880000114441,	2.09017e-11,	14374.509999990463,	1.833451e-08,	14374.579999923706,	1.323176e-09,	14374.66000008583,	1.082e-10,	-0.0001093121
14375.55999994278,	2.539946e-10,	14375.289999961853,	2.272536e-10,	14375.369999885559,	2.036551e-12,	13760.170000076294,	0.05110355,	18.0,	14375.44000005722,	2.122749e-11,	14375.069999933243,	1.831363e-08,	14375.150000095367,	1.320055e-09,	14375.22000002861,	1.079899e-10,	-0.0001161416
14376.119999885559,	2.531626e-10,	14375.859999895096,	2.265929e-10,	14375.930000066757,	2.12058e-12,	13760.329999923706,	0.05119525,	18.0,	14376.009999990463,	2.085128e-11,	14375.630000114441,	1.83252e-08,	14375.710000038147,	1.322485e-09,	14375.77999997139,	1.074497e-10,	-9.908696e-05
14376.680000066757,	2.539216e-10,	14376.420000076294,	2.282648e-10,	14376.490000009537,	2.044907e-12,	13760.539999961853,	0.05108064,	18.0,	14376.569999933243,	2.065189e-11,	14376.200000047684,	1.830733e-08,	14376.269999980927,	1.314987e-09,	14376.349999904633,	1.084339e-10,	-0.0001073663
14377.25,	2.53622e-10,	14376.980000019073,	2.283002e-10,	14377.05999994278,	2.120518e-12,	13760.700000047684,	0.05112265,	18.0,	14377.130000114441,	2.031701e-11,	14376.759999990463,	1.832757e-08,	14376.829999923706,	1.327972e-09,	14376.91000008583,	1.085336e-10,	-0.0001314031
14377.80999994278,	2.547235e-10,	14377.549999952316,	2.27342e-10,	14377.619999885559,	2.083107e-12,	13760.849999904633,	0.05114175,	18.0,	14377.69000005722,	2.055174e-11,	14377.319999933243,	1.838951e-08,	14377.400000095367,	1.323688e-09,	14377.47000002861,	1.086481e-10,	-9.862912e-05
14378.369999885559,	2.532475e-10,	14378.109999895096,	2.278036e-10,	14378.180000066757,	2.261808e-12,	13761.009999990463,	0.05110355,	18.0,	14378.259999990463,	2.04082e-11,	14377.880000114441,	1.83642e-08,	14377.960000038147,	1.325302e-09,	14378.02999997139,	1.087098e-10,	-0.0001328148
14378.930000066757,	2.521503e-10,	14378.670000076294,	2.283037e-10,	14378.75,	2.131357e-12,	13761.170000076294,	0.05114175,	18.0,	14378.819999933243,	2.015678e-11,	14378.450000047684,	1.83509e-08,	14378.519999980927,	1.323645e-09,	14378.599999904633,	1.083222e-10,	-0.0001271299
14379.5,	2.541299e-10,	14379.230000019073,	2.272151e-10,	14379.30999994278,	2.093118e-12,	13761.329999923706,	0.05113406,	18.0,	14379.380000114441,	1.998481e-11,	14379.009999990463,	1.831828e-08,	14379.079999923706,	1.320908e-09,	14379.16000008583,	1.077819e-10,	-8.027722e-05
14380.05999994278,	2.529698e-10,	14379.799999952316,	2.272573e-10,	14379.869999885559,	2.028596e-12,	13761.490000009537,	0.05117995,	18.0,	14379.950000047684,	2.0037e-11,	14379.569999933243,	1.834849e-08,	14379.650000095367,	1.324232e-09,	14379.72000002861,	1.088575e-10,	-0.0001268628
14380.619999885559,	2.538164e-10,	14380.359999895096,	2.279626e-10,	14380.430000066757,	2.097174e-12,	13761.66000008583,	0.05113406,	18.0,	14380.509999990463,	1.972838e-11,	14380.140000104904,	1.832127e-08,	14380.210000038147,	1.3225e-09,	14380.27999997139,	1.090313e-10,	-0.0001449476
14381.19000005722,	2.550794e-10,	14380.920000076294,	2.274632e-10,	14381.0,	2.028782e-12,	13761.869999885559,	0.05116846,	18.0,	14381.069999933243,	1.990701e-11,	14380.700000047684,	1.832357e-08,	14380.769999980927,	1.321061e-09,	14380.849999904633,	1.083587e-10,	-8.622919e-05
14381.75,	2.540323e-10,	14381.480000019073,	2.266036e-10,	14381.55999994278,	2.03363e-12,	13762.039999961853,	0.05117234,	18.0,	14381.630000114441,	1.97822e-11,	14381.259999990463,	1.831831e-08,	14381.33999991417,	1.32503e-09,	14381.41000008583,	1.076847e-10,	-0.000128885
14382.30999994278,	2.541524e-10,	14382.049999952316,	2.287036e-10,	14382.119999885559,	2.258415e-12,	13762.200000047684,	0.05112265,	18.0,	14382.200000047684,	1.942792e-11,	14381.819999933243,	1.839593e-08,	14381.900000095367,	1.325874e-09,	14381.97000002861,	1.082059e-10,	-0.0001298388
14382.869999885559,	2.541579e-10,	14382.609999895096,	2.268949e-10,	14382.680000066757,	2.034893e-12,	13762.359999895096,	0.05113795,	18.0,	14382.759999990463,	1.939279e-11,	14382.390000104904,	1.836726e-08,	14382.460000038147,	1.324831e-09,	14382.539999961853,	1.08122e-10,	-0.0001020629
14383.44000005722,	2.533602e-10,	14383.170000076294,	2.272729e-10,	14383.25,	2.140964e-12,	13762.519999980927,	0.05111504,	18.0,	14383.319999933243,	1.926865e-11,	14382.950000047684,	1.836732e-08,	14383.019999980927,	1.322654e-09,	14383.099999904633,	1.076853e-10,	-0.0001264813
14384.0,	2.544721e-10,	14383.740000009537,	2.283286e-10,	14383.80999994278,	1.994483e-12,	13762.680000066757,	0.05116854,	18.0,	14383.880000114441,	1.917864e-11,	14383.509999990463,	1.83692e-08,	14383.58999991417,	1.325325e-09,	14383.66000008583,	1.087991e-10,	-0.0001265194
14384.55999994278,	2.537027e-10,	14384.299999952316,	2.285578e-10,	14384.369999885559,	2.046512e-12,	13762.83999991417,	0.05118764,	18.0,	14384.450000047684,	1.895757e-11,	14384.069999933243,	1.840047e-08,	14384.150000095367,	1.32231e-09,	14384.22000002861,	1.090746e-10,	-0.0001392627
14385.130000114441,	2.535715e-10,	14384.859999895096,	2.294949e-10,	14384.94000005722,	1.954431e-12,	13763.009999990463,	0.05111884,	18.0,	14385.009999990463,	1.874252e-11,	14384.640000104904,	1.842143e-08,	14384.710000038147,	1.328398e-09,	14384.789999961853,	1.091602e-10,	-0.0001390338
14385.69000005722,	2.534197e-10,	14385.420000076294,	2.274157e-10,	14385.5,	2.107285e-12,	13763.19000005722,	0.05117227,	18.0,	14385.569999933243,	1.879411e-11,	14385.200000047684,	1.837585e-08,	14385.269999980927,	1.326305e-09,	14385.349999904633,	1.076205e-10,	-0.0001422387
14386.25,	2.544192e-10,	14385.990000009537,	2.291011e-10,	14386.05999994278,	2.202703e-12,	13763.41000008583,	0.05111497,	18.0,	14386.130000114441,	1.870352e-11,	14385.759999990463,	1.835834e-08,	14385.83999991417,	1.325758e-09,	14385.91000008583,	1.084677e-10,	-0.0001268247
14386.80999994278,	2.546035e-10,	14386.549999952316,	2.282675e-10,	14386.619999885559,	2.112002e-12,	13763.569999933243,	0.05109974,	18.0,	14386.700000047684,	1.882611e-11,	14386.329999923706,	1.841983e-08,	14386.400000095367,	1.327709e-09,	14386.47000002861,	1.085434e-10,	-0.0001293428
14387.380000114441,	2.552126e-10,	14387.109999895096,	2.29001e-10,	14387.19000005722,	2.105317e-12,	13763.730000019073,	0.05118376,	18.0,	14387.259999990463,	1.849584e-11,	14386.890000104904,	1.843517e-08,	14386.960000038147,	1.333088e-09,	14387.039999961853,	1.08981e-10,	-0.0001006513
14387.94000005722,	2.544303e-10,	14387.670000076294,	2.275161e-10,	14387.75,	2.18157e-12,	13763.890000104904,	0.05113795,	18.0,	14387.819999933243,	1.841477e-11,	14387.450000047684,	1.840997e-08,	14387.52999997139,	1.327112e-09,	14387.599999904633,	1.084874e-10,	-0.0001109528
14388.5,	2.547042e-10,	14388.240000009537,	2.284892e-10,	14388.30999994278,	2.091561e-12,	13764.05999994278,	0.05116085,	18.0,	14388.390000104904,	1.811651e-11,	14388.009999990463,	1.835821e-08,	14388.08999991417,	1.32743e-09,	14388.16000008583,	1.078081e-10,	-9.588206e-05
14389.05999994278,	2.553483e-10,	14388.799999952316,	2.291058e-10,	14388.869999885559,	2.125785e-12,	13764.25,	0.05117995,	18.0,	14388.950000047684,	1.814806e-11,	14388.579999923706,	1.838234e-08,	14388.650000095367,	1.324887e-09,	14388.72000002861,	1.078006e-10,	-0.0001249551
14389.630000114441,	2.534702e-10,	14389.359999895096,	2.267559e-10,	14389.44000005722,	2.18055e-12,	13764.41000008583,	0.05114175,	18.0,	14389.509999990463,	1.812451e-11,	14389.140000104904,	1.836434e-08,	14389.210000038147,	1.323557e-09,	14389.289999961853,	1.075686e-10,	-0.0001036273
14390.19000005722,	2.548429e-10,	14389.920000076294,	2.277342e-10,	14390.0,	2.164557e-12,	13764.55999994278,	0.05116085,	18.0,	14390.069999933243,	1.805138e-11,	14389.700000047684,	1.833866e-08,	14389.77999997139,	1.32138e-09,	14389.849999904633,	1.083969e-10,	-0.0001133183
14390.75,	2.544035e-10,	14390.490000009537,	2.279715e-10,	14390.55999994278,	2.157631e-12,	13764.72000002861,	0.05113414,	18.0,	14390.640000104904,	1.802458e-11,	14390.269999980927,	1.83629e-08,	14390.33999991417,	1.325489e-09,	14390.41000008583,	1.085689e-10,	-0.0001536467
14391.30999994278,	2.551026e-10,	14391.049999952316,	2.275965e-10,	14391.119999885559,	2.093399e-12,	13764.880000114441,	0.05113795,	18.0,	14391.200000047684,	1.779808e-11,	14390.829999923706,	1.833528e-08,	14390.900000095367,	1.323744e-09,	14390.980000019073,	1.084573e-10,	-0.0001251459
14391.880000114441,	2.538359e-10,	14391.609999895096,	2.281561e-10,	14391.69000005722,	1.984827e-12,	13765.039999961853,	0.05115317,	18.0,	14391.759999990463,	1.773317e-11,	14391.390000104904,	1.837937e-08,	14391.460000038147,	1.327115e-09,	14391.539999961853,	1.084222e-10,	-0.0001384997
14392.44000005722,	2.546618e-10,	14392.180000066757,	2.282358e-10,	14392.25,	2.169337e-12,	13765.22000002861,	0.05117615,	18.0,	14392.329999923706,	1.787534e-11,	14391.950000047684,	1.837891e-08,	14392.02999997139,	1.318282e-09,	14392.099999904633,	1.086725e-10,	-0.0001469316
14393.0,	2.529879e-10,	14392.740000009537,	2.278291e-10,	14392.80999994278,	2.080258e-12,	13765.390000104904,	0.05115324,	18.0,	14392.890000104904,	1.756305e-11,	14392.509999990463,	1.83614e-08,	14392.58999991417,	1.322935e-09,	14392.66000008583,	1.081351e-10,	-0.0001354092
14393.569999933243,	2.555578e-10,	14393.299999952316,	2.281274e-10,	14393.380000114441,	2.041874e-12,	13765.549999952316,	0.05117607,	18.0,	14393.450000047684,	1.758432e-11,	14393.079999923706,	1.837991e-08,	14393.150000095367,	1.325085e-09,	14393.230000019073,	1.077669e-10,	-0.0001211779
14394.130000114441,	2.542616e-10,	14393.859999895096,	2.279846e-10,	14393.94000005722,	2.151492e-12,	13765.69000005722,	0.05111116,	18.0,	14394.009999990463,	1.732913e-11,	14393.640000104904,	1.839304e-08,	14393.710000038147,	1.322088e-09,	14393.789999961853,	1.085213e-10,	-0.0001039706
14394.69000005722,	2.541457e-10,	14394.430000066757,	2.267683e-10,	14394.5,	2.075412e-12,	13765.849999904633,	0.05116854,	18.0,	14394.579999923706,	1.745975e-11,	14394.200000047684,	1.834212e-08,	14394.27999997139,	1.318938e-09,	14394.349999904633,	1.081847e-10,	-9.076947e-05
14395.25,	2.540744e-10,	14394.990000009537,	2.273948e-10,	14395.05999994278,	2.170807e-12,	13766.009999990463,	0.05111884,	18.0,	14395.140000104904,	1.737166e-11,	14394.769999980927,	1.836118e-08,	14394.83999991417,	1.323956e-09,	14394.91000008583,	1.081879e-10,	-0.0001196899
14395.819999933243,	2.546537e-10,	14395.549999952316,	2.281256e-10,	14395.630000114441,	2.057118e-12,	13766.269999980927,	0.05114175,	18.0,	14395.700000047684,	1.740814e-11,	14395.329999923706,	1.833384e-08,	14395.400000095367,	1.322792e-09,	14395.480000019073,	1.086538e-10,	-0.0001016433
14396.380000114441,	2.535331e-10,	14396.119999885559,	2.277238e-10,	14396.19000005722,	2.1221e-12,	13766.55999994278,	0.05113026,	18.0,	14396.269999980927,	1.684931e-11,	14395.890000104904,	1.83551e-08,	14395.97000002861,	1.321289e-09,	14396.039999961853,	1.078787e-10,	-8.470305e-05
14396.94000005722,	2.528043e-10,	14396.680000066757,	2.271133e-10,	14396.75,	2.096511e-12,	13766.710000038147,	0.05112265,	18.0,	14396.829999923706,	1.706852e-11,	14396.450000047684,	1.830592e-08,	14396.52999997139,	1.318963e-09,	14396.599999904633,	1.080531e-10,	-0.0001078241
14397.5,	2.531194e-10,	14397.240000009537,	2.264507e-10,	14397.30999994278,	2.046945e-12,	13766.880000114441,	0.05115705,	18.0,	14397.390000104904,	1.689083e-11,	14397.019999980927,	1.829919e-08,	14397.08999991417,	1.319578e-09,	14397.170000076294,	1.076804e-10,	-0.0001237342
14398.069999933243,	2.544682e-10,	14397.799999952316,	2.279436e-10,	14397.880000114441,	2.024403e-12,	13767.02999997139,	0.05114175,	18.0,	14397.950000047684,	1.684768e-11,	14397.579999923706,	1.831418e-08,	14397.650000095367,	1.322753e-09,	14397.730000019073,	1.075601e-10,	-0.0001274351
14398.630000114441,	2.541358e-10,	14398.369999885559,	2.287883e-10,	14398.44000005722,	2.012639e-12,	13767.180000066757,	0.05108833,	18.0,	14398.509999990463,	1.672175e-11,	14398.140000104904,	1.838104e-08,	14398.22000002861,	1.323053e-09,	14398.289999961853,	1.077923e-10,	-0.000136592
14399.19000005722,	2.534549e-10,	14398.930000066757,	2.275954e-10,	14399.0,	2.068921e-12,	13767.369999885559,	0.05116466,	18.0,	14399.079999923706,	1.682228e-11,	14398.710000038147,	1.832043e-08,	14398.77999997139,	1.324241e-09,	14398.849999904633,	1.080146e-10,	-0.0001536848
14399.759999990463,	2.540586e-10,	14399.490000009537,	2.279053e-10,	14399.569999933243,	2.182446e-12,	13767.460000038147,	0.05116466,	18.0,	14399.640000104904,	1.677223e-11,	14399.269999980927,	1.829092e-08,	14399.33999991417,	1.31843e-09,	14399.420000076294,	1.067045e-10,	-0.0001104186
14400.319999933243,	2.534851e-10,	14400.049999952316,	2.278934e-10,	14400.130000114441,	2.136539e-12,	13767.710000038147,	0.05114936,	18.0,	14400.200000047684,	1.646683e-11,	14399.829999923706,	1.830823e-08,	14399.91000008583,	1.32221e-09,	14399.980000019073,	1.077517e-10,	-0.0001471987
14400.880000114441,	2.528461e-10,	14400.619999885559,	2.275225e-10,	14400.69000005722,	2.102614e-12,	13767.890000104904,	0.05118764,	18.0,	14400.769999980927,	1.662114e-11,	14400.390000104904,	1.835102e-08,	14400.47000002861,	1.325565e-09,	14400.539999961853,	1.077285e-10,	-0.000100575
14401.44000005722,	2.54641e-10,	14401.180000066757,	2.268512e-10,	14401.25,	2.037744e-12,	13768.039999961853,	0.05114944,	18.0,	14401.329999923706,	1.644163e-11,	14400.960000038147,	1.831372e-08,	14401.02999997139,	1.321317e-09,	14401.109999895096,	1.069871e-10,	-0.0001042759
14402.009999990463,	2.550254e-10,	14401.740000009537,	2.280703e-10,	14401.819999933243,	2.099539e-12,	13768.200000047684,	0.05117227,	18.0,	14401.890000104904,	1.651093e-11,	14401.519999980927,	1.832088e-08,	14401.58999991417,	1.317543e-09,	14401.670000076294,	1.079955e-10,	-0.0001174007
14402.569999933243,	2.540035e-10,	14402.299999952316,	2.27351e-10,	14402.380000114441,	2.133042e-12,	13768.359999895096,	0.05109974,	18.0,	14402.450000047684,	1.629497e-11,	14402.079999923706,	1.835105e-08,	14402.16000008583,	1.326559e-09,	14402.230000019073,	1.079908e-10,	-0.0001206438
14403.130000114441,	2.537033e-10,	14402.869999885559,	2.275592e-10,	14402.94000005722,	2.072248e-12,	13768.519999980927,	0.05115317,	18.0,	14403.019999980927,	1.63927e-11,	14402.640000104904,	1.836965e-08,	14402.72000002861,	1.324505e-09,	14402.789999961853,	1.06824e-10,	-0.0001394535
14403.700000047684,	2.537793e-10,	14403.430000066757,	2.277959e-10,	14403.509999990463,	2.204585e-12,	13768.69000005722,	0.05111116,	18.0,	14403.579999923706,	1.598684e-11,	14403.210000038147,	1.837203e-08,	14403.27999997139,	1.32248e-09,	14403.359999895096,	1.077201e-10,	-0.0001321662
14404.259999990463,	2.539017e-10,	14403.990000009537,	2.276118e-10,	14404.069999933243,	2.090301e-12,	13768.849999904633,	0.05112265,	18.0,	14404.140000104904,	1.591991e-11,	14403.769999980927,	1.832669e-08,	14403.83999991417,	1.322776e-09,	14403.920000076294,	1.076528e-10,	-0.0001320135
14404.819999933243,	2.550733e-10,	14404.55999994278,	2.27996e-10,	14404.630000114441,	2.115022e-12,	13769.009999990463,	0.05116466,	18.0,	14404.710000038147,	1.589167e-11,	14404.329999923706,	1.834462e-08,	14404.41000008583,	1.327813e-09,	14404.480000019073,	1.076201e-10,	-0.0001226659
14405.380000114441,	2.544762e-10,	14405.119999885559,	2.270055e-10,	14405.19000005722,	2.100112e-12,	13769.150000095367,	0.05114175,	18.0,	14405.269999980927,	1.613778e-11,	14404.900000095367,	1.834129e-08,	14404.97000002861,	1.321478e-09,	14405.039999961853,	1.078999e-10,	-0.0001172099
14405.950000047684,	2.542707e-10,	14405.680000066757,	2.297472e-10,	14405.75,	2.020731e-12,	13769.30999994278,	0.05115705,	18.0,	14405.829999923706,	1.585862e-11,	14405.460000038147,	1.835285e-08,	14405.52999997139,	1.328689e-09,	14405.609999895096,	1.081399e-10,	-0.0001313268
14406.509999990463,	2.541473e-10,	14406.240000009537,	2.278942e-10,	14406.319999933243,	2.074123e-12,	13769.480000019073,	0.05109974,	18.0,	14406.390000104904,	1.592121e-11,	14406.019999980927,	1.839453e-08,	14406.099999904633,	1.322831e-09,	14406.170000076294,	1.076402e-10,	-0.0001207582
14407.069999933243,	2.552473e-10,	14406.80999994278,	2.28349e-10,	14406.880000114441,	2.125472e-12,	13769.640000104904,	0.05114936,	18.0,	14406.960000038147,	1.559948e-11,	14406.579999923706,	1.836684e-08,	14406.66000008583,	1.325113e-09,	14406.730000019073,	1.078775e-10,	-0.000121445
14407.630000114441,	2.550878e-10,	14407.369999885559,	2.281368e-10,	14407.44000005722,	2.128295e-12,	13769.80999994278,	0.05112265,	18.0,	14407.519999980927,	1.601211e-11,	14407.150000095367,	1.838242e-08,	14407.22000002861,	1.327529e-09,	14407.289999961853,	1.082985e-10,	-0.0001275877
14408.200000047684,	2.547886e-10,	14407.930000066757,	2.294103e-10,	14408.009999990463,	2.097351e-12,	13769.97000002861,	0.05114556,	18.0,	14408.079999923706,	1.575723e-11,	14407.710000038147,	1.841148e-08,	14407.77999997139,	1.323266e-09,	14407.859999895096,	1.081068e-10,	-0.0001320899
14408.759999990463,	2.55426e-10,	14408.490000009537,	2.280586e-10,	14408.569999933243,	2.0534e-12,	13770.109999895096,	0.05121047,	18.0,	14408.640000104904,	1.546914e-11,	14408.269999980927,	1.836247e-08,	14408.349999904633,	1.320294e-09,	14408.420000076294,	1.083706e-10,	-0.000141819
14409.319999933243,	2.536983e-10,	14409.05999994278,	2.280275e-10,	14409.130000114441,	2.181141e-12,	13770.269999980927,	0.05116085,	18.0,	14409.210000038147,	1.561092e-11,	14408.829999923706,	1.839772e-08,	14408.91000008583,	1.324988e-09,	14408.980000019073,	1.076848e-10,	-9.034978e-05
14409.880000114441,	2.538292e-10,	14409.619999885559,	2.271816e-10,	14409.69000005722,	2.123702e-12,	13770.490000009537,	0.05120286,	18.0,	14409.769999980927,	1.545834e-11,	14409.400000095367,	1.835058e-08,	14409.47000002861,	1.319273e-09,	14409.549999952316,	1.074906e-10,	-0.0001232764
14410.450000047684,	2.536388e-10,	14410.180000066757,	2.277084e-10,	14410.259999990463,	2.157738e-12,	13770.630000114441,	0.05112265,	18.0,	14410.329999923706,	1.538203e-11,	14409.960000038147,	1.83389e-08,	14410.02999997139,	1.319812e-09,	14410.109999895096,	1.07521e-10,	-0.0001449095
14411.009999990463,	2.547441e-10,	14410.75,	2.276774e-10,	14410.819999933243,	1.941553e-12,	13770.769999980927,	0.05119525,	18.0,	14410.890000104904,	1.548634e-11,	14410.519999980927,	1.831129e-08,	14410.599999904633,	1.322929e-09,	14410.670000076294,	1.072703e-10,	-0.0001105331
